V4_1,Data Marking,calendar-years,Time,administrative-geography,Geography,week-number,Week,sex,Sex,age-groups,AgeGroups,recorded-deaths,Deaths
252,,2021,2021,K04000001,England and Wales,week-2,Week 02,male,Male,65-69,65-69,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
369,,2021,2021,K04000001,England and Wales,week-2,Week 02,male,Male,70-74,70-74,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
514,,2021,2021,K04000001,England and Wales,week-2,Week 02,male,Male,75-79,75-79,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
656,,2021,2021,K04000001,England and Wales,week-2,Week 02,male,Male,80-84,80-84,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
652,,2021,2021,K04000001,England and Wales,week-2,Week 02,male,Male,85-89,85-89,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
590,,2021,2021,K04000001,England and Wales,week-2,Week 02,male,Male,90+,90+,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2021,2021,K04000001,England and Wales,week-2,Week 02,female,Female,0-1,00-01,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2021,2021,K04000001,England and Wales,week-2,Week 02,female,Female,1-4,01-04,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2021,2021,K04000001,England and Wales,week-2,Week 02,female,Female,5-9,05-09,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2021,2021,K04000001,England and Wales,week-2,Week 02,female,Female,10-14,10-14,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1,,2021,2021,K04000001,England and Wales,week-2,Week 02,female,Female,15-19,15-19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1,,2021,2021,K04000001,England and Wales,week-2,Week 02,female,Female,20-24,20-24,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2021,2021,K04000001,England and Wales,week-2,Week 02,female,Female,25-29,25-29,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
2,,2021,2021,K04000001,England and Wales,week-2,Week 02,female,Female,30-34,30-34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
10,,2021,2021,K04000001,England and Wales,week-2,Week 02,female,Female,35-39,35-39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
13,,2021,2021,K04000001,England and Wales,week-2,Week 02,female,Female,40-44,40-44,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
34,,2021,2021,K04000001,England and Wales,week-2,Week 02,female,Female,45-49,45-49,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
51,,2021,2021,K04000001,England and Wales,week-2,Week 02,female,Female,50-54,50-54,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
63,,2021,2021,K04000001,England and Wales,week-2,Week 02,female,Female,55-59,55-59,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
111,,2021,2021,K04000001,England and Wales,week-2,Week 02,female,Female,60-64,60-64,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
145,,2021,2021,K04000001,England and Wales,week-2,Week 02,female,Female,65-69,65-69,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
244,,2021,2021,K04000001,England and Wales,week-2,Week 02,female,Female,70-74,70-74,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
371,,2021,2021,K04000001,England and Wales,week-2,Week 02,female,Female,75-79,75-79,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
494,,2021,2021,K04000001,England and Wales,week-2,Week 02,female,Female,80-84,80-84,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
643,,2021,2021,K04000001,England and Wales,week-2,Week 02,female,Female,85-89,85-89,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
960,,2021,2021,K04000001,England and Wales,week-2,Week 02,female,Female,90+,90+,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
18676,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,all-ages,All ages,total-registered-deaths,Total registered deaths
48,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,0-1,00-01,total-registered-deaths,Total registered deaths
7,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,1-4,01-04,total-registered-deaths,Total registered deaths
5,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,5-9,05-09,total-registered-deaths,Total registered deaths
5,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,10-14,10-14,total-registered-deaths,Total registered deaths
22,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,15-19,15-19,total-registered-deaths,Total registered deaths
19,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,20-24,20-24,total-registered-deaths,Total registered deaths
35,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,25-29,25-29,total-registered-deaths,Total registered deaths
68,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,30-34,30-34,total-registered-deaths,Total registered deaths
96,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,35-39,35-39,total-registered-deaths,Total registered deaths
176,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,40-44,40-44,total-registered-deaths,Total registered deaths
255,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,45-49,45-49,total-registered-deaths,Total registered deaths
426,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,50-54,50-54,total-registered-deaths,Total registered deaths
612,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,55-59,55-59,total-registered-deaths,Total registered deaths
909,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,60-64,60-64,total-registered-deaths,Total registered deaths
1190,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,65-69,65-69,total-registered-deaths,Total registered deaths
1777,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,70-74,70-74,total-registered-deaths,Total registered deaths
2295,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,75-79,75-79,total-registered-deaths,Total registered deaths
3029,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,80-84,80-84,total-registered-deaths,Total registered deaths
3518,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,85-89,85-89,total-registered-deaths,Total registered deaths
4184,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,90+,90+,total-registered-deaths,Total registered deaths
24,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,0-1,00-01,total-registered-deaths,Total registered deaths
4,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,1-4,01-04,total-registered-deaths,Total registered deaths
1,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,5-9,05-09,total-registered-deaths,Total registered deaths
2,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,10-14,10-14,total-registered-deaths,Total registered deaths
10,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,15-19,15-19,total-registered-deaths,Total registered deaths
14,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,20-24,20-24,total-registered-deaths,Total registered deaths
19,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,25-29,25-29,total-registered-deaths,Total registered deaths
38,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,30-34,30-34,total-registered-deaths,Total registered deaths
70,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,35-39,35-39,total-registered-deaths,Total registered deaths
108,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,40-44,40-44,total-registered-deaths,Total registered deaths
151,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,45-49,45-49,total-registered-deaths,Total registered deaths
263,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,50-54,50-54,total-registered-deaths,Total registered deaths
367,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,55-59,55-59,total-registered-deaths,Total registered deaths
569,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,60-64,60-64,total-registered-deaths,Total registered deaths
713,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,65-69,65-69,total-registered-deaths,Total registered deaths
1028,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,70-74,70-74,total-registered-deaths,Total registered deaths
1350,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,75-79,75-79,total-registered-deaths,Total registered deaths
1615,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,80-84,80-84,total-registered-deaths,Total registered deaths
1656,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,85-89,85-89,total-registered-deaths,Total registered deaths
1538,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,90+,90+,total-registered-deaths,Total registered deaths
24,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,0-1,00-01,total-registered-deaths,Total registered deaths
3,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,1-4,01-04,total-registered-deaths,Total registered deaths
4,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,5-9,05-09,total-registered-deaths,Total registered deaths
3,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,10-14,10-14,total-registered-deaths,Total registered deaths
12,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,15-19,15-19,total-registered-deaths,Total registered deaths
5,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,20-24,20-24,total-registered-deaths,Total registered deaths
16,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,25-29,25-29,total-registered-deaths,Total registered deaths
30,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,30-34,30-34,total-registered-deaths,Total registered deaths
26,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,35-39,35-39,total-registered-deaths,Total registered deaths
68,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,40-44,40-44,total-registered-deaths,Total registered deaths
104,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,45-49,45-49,total-registered-deaths,Total registered deaths
163,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,50-54,50-54,total-registered-deaths,Total registered deaths
245,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,55-59,55-59,total-registered-deaths,Total registered deaths
340,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,60-64,60-64,total-registered-deaths,Total registered deaths
477,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,65-69,65-69,total-registered-deaths,Total registered deaths
749,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,70-74,70-74,total-registered-deaths,Total registered deaths
945,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,75-79,75-79,total-registered-deaths,Total registered deaths
1414,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,80-84,80-84,total-registered-deaths,Total registered deaths
1862,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,85-89,85-89,total-registered-deaths,Total registered deaths
2646,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,90+,90+,total-registered-deaths,Total registered deaths
8422,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,all-ages,All ages,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,0-1,00-01,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,1-4,01-04,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,5-9,05-09,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,10-14,10-14,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
2,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,15-19,15-19,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
2,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,20-24,20-24,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
7,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,25-29,25-29,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
10,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,30-34,30-34,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
25,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,35-39,35-39,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
45,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,40-44,40-44,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
90,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,45-49,45-49,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
134,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,50-54,50-54,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
257,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,55-59,55-59,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
377,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,60-64,60-64,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
521,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,65-69,65-69,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
806,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,70-74,70-74,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1110,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,75-79,75-79,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1425,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,80-84,80-84,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1684,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,85-89,85-89,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1926,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,90+,90+,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,0-1,00-01,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,1-4,01-04,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,5-9,05-09,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,10-14,10-14,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,15-19,15-19,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
2,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,20-24,20-24,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
4,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,25-29,25-29,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
7,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,30-34,30-34,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
18,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,35-39,35-39,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
34,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,40-44,40-44,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
51,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,45-49,45-49,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
76,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,50-54,50-54,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
150,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,55-59,55-59,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
236,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,60-64,60-64,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
316,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,65-69,65-69,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
489,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,70-74,70-74,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
672,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,75-79,75-79,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
791,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,80-84,80-84,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
835,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,85-89,85-89,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
750,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,90+,90+,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,0-1,00-01,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,1-4,01-04,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,5-9,05-09,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,10-14,10-14,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
2,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,15-19,15-19,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,20-24,20-24,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
3,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,25-29,25-29,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
3,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,30-34,30-34,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
7,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,35-39,35-39,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
11,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,40-44,40-44,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
39,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,45-49,45-49,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
58,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,50-54,50-54,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
107,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,55-59,55-59,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
141,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,60-64,60-64,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
205,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,65-69,65-69,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
317,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,70-74,70-74,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
438,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,75-79,75-79,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
634,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,80-84,80-84,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
849,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,85-89,85-89,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1176,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,90+,90+,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
7402,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,all-ages,All ages,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,0-1,00-01,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,1-4,01-04,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,5-9,05-09,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,10-14,10-14,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,15-19,15-19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,20-24,20-24,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
8,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,25-29,25-29,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
7,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,30-34,30-34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
18,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,35-39,35-39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
37,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,40-44,40-44,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
74,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,45-49,45-49,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
121,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,50-54,50-54,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
209,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,55-59,55-59,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
318,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,60-64,60-64,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
441,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,65-69,65-69,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
721,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,70-74,70-74,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
963,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,75-79,75-79,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1307,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,80-84,80-84,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1478,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,85-89,85-89,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1699,,2021,2021,K04000001,England and Wales,week-3,Week 03,all,All,90+,90+,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,0-1,00-01,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,1-4,01-04,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,5-9,05-09,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,10-14,10-14,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,15-19,15-19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,20-24,20-24,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
2,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,25-29,25-29,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
4,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,30-34,30-34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
13,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,35-39,35-39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
28,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,40-44,40-44,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
45,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,45-49,45-49,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
71,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,50-54,50-54,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
121,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,55-59,55-59,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
204,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,60-64,60-64,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
270,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,65-69,65-69,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
437,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,70-74,70-74,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
567,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,75-79,75-79,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
678,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,80-84,80-84,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
714,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,85-89,85-89,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
647,,2021,2021,K04000001,England and Wales,week-3,Week 03,male,Male,90+,90+,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,0-1,00-01,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,1-4,01-04,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,5-9,05-09,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,10-14,10-14,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,15-19,15-19,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,20-24,20-24,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
6,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,25-29,25-29,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
3,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,30-34,30-34,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
5,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,35-39,35-39,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
9,,2021,2021,K04000001,England and Wales,week-3,Week 03,female,Female,40-44,40-44,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
