v4_0,calendar-years,Time,local-health-board,Geography,week-number,Week,cause-of-death,CauseOfDeath,place-of-death,PlaceOfDeath,registration-or-occurrence,RegistrationOrOccurrence
0,2021,2021,W11000031,Swansea Bay University Health Board,week-5,Week 05,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
38,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-6,Week 06,all-causes,All causes,care-home,Care home,registrations,Registrations
6,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-6,Week 06,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
50,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-6,Week 06,all-causes,All causes,home,Home,registrations,Registrations
3,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-6,Week 06,all-causes,All causes,hospice,Hospice,registrations,Registrations
98,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-6,Week 06,all-causes,All causes,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-6,Week 06,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
14,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-6,Week 06,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-6,Week 06,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
4,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-6,Week 06,covid-19,COVID 19,home,Home,registrations,Registrations
0,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-6,Week 06,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
41,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-6,Week 06,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-6,Week 06,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
2,2021,2021,W11000024,Powys Teaching Health Board,week-6,Week 06,all-causes,All causes,care-home,Care home,registrations,Registrations
1,2021,2021,W11000024,Powys Teaching Health Board,week-6,Week 06,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
10,2021,2021,W11000024,Powys Teaching Health Board,week-6,Week 06,all-causes,All causes,home,Home,registrations,Registrations
0,2021,2021,W11000024,Powys Teaching Health Board,week-6,Week 06,all-causes,All causes,hospice,Hospice,registrations,Registrations
16,2021,2021,W11000024,Powys Teaching Health Board,week-6,Week 06,all-causes,All causes,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000024,Powys Teaching Health Board,week-6,Week 06,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
0,2021,2021,W11000024,Powys Teaching Health Board,week-6,Week 06,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2021,2021,W11000024,Powys Teaching Health Board,week-6,Week 06,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
0,2021,2021,W11000024,Powys Teaching Health Board,week-6,Week 06,covid-19,COVID 19,home,Home,registrations,Registrations
0,2021,2021,W11000024,Powys Teaching Health Board,week-6,Week 06,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
7,2021,2021,W11000024,Powys Teaching Health Board,week-6,Week 06,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000024,Powys Teaching Health Board,week-6,Week 06,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
15,2021,2021,W11000025,Hywel Dda University Health Board,week-6,Week 06,all-causes,All causes,care-home,Care home,registrations,Registrations
0,2021,2021,W11000025,Hywel Dda University Health Board,week-6,Week 06,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
41,2021,2021,W11000025,Hywel Dda University Health Board,week-6,Week 06,all-causes,All causes,home,Home,registrations,Registrations
0,2021,2021,W11000025,Hywel Dda University Health Board,week-6,Week 06,all-causes,All causes,hospice,Hospice,registrations,Registrations
66,2021,2021,W11000025,Hywel Dda University Health Board,week-6,Week 06,all-causes,All causes,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000025,Hywel Dda University Health Board,week-6,Week 06,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
7,2021,2021,W11000025,Hywel Dda University Health Board,week-6,Week 06,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2021,2021,W11000025,Hywel Dda University Health Board,week-6,Week 06,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
0,2021,2021,W11000025,Hywel Dda University Health Board,week-6,Week 06,covid-19,COVID 19,home,Home,registrations,Registrations
0,2021,2021,W11000025,Hywel Dda University Health Board,week-6,Week 06,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
29,2021,2021,W11000025,Hywel Dda University Health Board,week-6,Week 06,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000025,Hywel Dda University Health Board,week-6,Week 06,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
11,2021,2021,W11000028,Aneurin Bevan University Health Board,week-6,Week 06,all-causes,All causes,care-home,Care home,registrations,Registrations
0,2021,2021,W11000028,Aneurin Bevan University Health Board,week-6,Week 06,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
34,2021,2021,W11000028,Aneurin Bevan University Health Board,week-6,Week 06,all-causes,All causes,home,Home,registrations,Registrations
2,2021,2021,W11000028,Aneurin Bevan University Health Board,week-6,Week 06,all-causes,All causes,hospice,Hospice,registrations,Registrations
70,2021,2021,W11000028,Aneurin Bevan University Health Board,week-6,Week 06,all-causes,All causes,hospital,Hospital,registrations,Registrations
1,2021,2021,W11000028,Aneurin Bevan University Health Board,week-6,Week 06,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
1,2021,2021,W11000028,Aneurin Bevan University Health Board,week-6,Week 06,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2021,2021,W11000028,Aneurin Bevan University Health Board,week-6,Week 06,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
2,2021,2021,W11000028,Aneurin Bevan University Health Board,week-6,Week 06,covid-19,COVID 19,home,Home,registrations,Registrations
0,2021,2021,W11000028,Aneurin Bevan University Health Board,week-6,Week 06,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
29,2021,2021,W11000028,Aneurin Bevan University Health Board,week-6,Week 06,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000028,Aneurin Bevan University Health Board,week-6,Week 06,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
10,2021,2021,W11000029,Cardiff and Vale University Health Board,week-6,Week 06,all-causes,All causes,care-home,Care home,registrations,Registrations
1,2021,2021,W11000029,Cardiff and Vale University Health Board,week-6,Week 06,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
39,2021,2021,W11000029,Cardiff and Vale University Health Board,week-6,Week 06,all-causes,All causes,home,Home,registrations,Registrations
4,2021,2021,W11000029,Cardiff and Vale University Health Board,week-6,Week 06,all-causes,All causes,hospice,Hospice,registrations,Registrations
52,2021,2021,W11000029,Cardiff and Vale University Health Board,week-6,Week 06,all-causes,All causes,hospital,Hospital,registrations,Registrations
1,2021,2021,W11000029,Cardiff and Vale University Health Board,week-6,Week 06,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
3,2021,2021,W11000029,Cardiff and Vale University Health Board,week-6,Week 06,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2021,2021,W11000029,Cardiff and Vale University Health Board,week-6,Week 06,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
2,2021,2021,W11000029,Cardiff and Vale University Health Board,week-6,Week 06,covid-19,COVID 19,home,Home,registrations,Registrations
0,2021,2021,W11000029,Cardiff and Vale University Health Board,week-6,Week 06,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
30,2021,2021,W11000029,Cardiff and Vale University Health Board,week-6,Week 06,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
1,2021,2021,W11000029,Cardiff and Vale University Health Board,week-6,Week 06,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
6,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-6,Week 06,all-causes,All causes,care-home,Care home,registrations,Registrations
0,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-6,Week 06,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
31,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-6,Week 06,all-causes,All causes,home,Home,registrations,Registrations
0,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-6,Week 06,all-causes,All causes,hospice,Hospice,registrations,Registrations
59,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-6,Week 06,all-causes,All causes,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-6,Week 06,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
0,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-6,Week 06,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-6,Week 06,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
2,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-6,Week 06,covid-19,COVID 19,home,Home,registrations,Registrations
0,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-6,Week 06,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
19,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-6,Week 06,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-6,Week 06,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
17,2021,2021,W11000031,Swansea Bay University Health Board,week-6,Week 06,all-causes,All causes,care-home,Care home,registrations,Registrations
4,2021,2021,W11000031,Swansea Bay University Health Board,week-6,Week 06,all-causes,All causes,elsewhere,Elsewhere,registrations,Registrations
23,2021,2021,W11000031,Swansea Bay University Health Board,week-6,Week 06,all-causes,All causes,home,Home,registrations,Registrations
0,2021,2021,W11000031,Swansea Bay University Health Board,week-6,Week 06,all-causes,All causes,hospice,Hospice,registrations,Registrations
47,2021,2021,W11000031,Swansea Bay University Health Board,week-6,Week 06,all-causes,All causes,hospital,Hospital,registrations,Registrations
2,2021,2021,W11000031,Swansea Bay University Health Board,week-6,Week 06,all-causes,All causes,other-communal-establishment,Other communal establishment,registrations,Registrations
3,2021,2021,W11000031,Swansea Bay University Health Board,week-6,Week 06,covid-19,COVID 19,care-home,Care home,registrations,Registrations
0,2021,2021,W11000031,Swansea Bay University Health Board,week-6,Week 06,covid-19,COVID 19,elsewhere,Elsewhere,registrations,Registrations
2,2021,2021,W11000031,Swansea Bay University Health Board,week-6,Week 06,covid-19,COVID 19,home,Home,registrations,Registrations
0,2021,2021,W11000031,Swansea Bay University Health Board,week-6,Week 06,covid-19,COVID 19,hospice,Hospice,registrations,Registrations
20,2021,2021,W11000031,Swansea Bay University Health Board,week-6,Week 06,covid-19,COVID 19,hospital,Hospital,registrations,Registrations
0,2021,2021,W11000031,Swansea Bay University Health Board,week-6,Week 06,covid-19,COVID 19,other-communal-establishment,Other communal establishment,registrations,Registrations
34,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-1,Week 01,all-causes,All causes,care-home,Care home,occurrences,Occurrences
3,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-1,Week 01,all-causes,All causes,elsewhere,Elsewhere,occurrences,Occurrences
43,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-1,Week 01,all-causes,All causes,home,Home,occurrences,Occurrences
5,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-1,Week 01,all-causes,All causes,hospice,Hospice,occurrences,Occurrences
94,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-1,Week 01,all-causes,All causes,hospital,Hospital,occurrences,Occurrences
0,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-1,Week 01,all-causes,All causes,other-communal-establishment,Other communal establishment,occurrences,Occurrences
5,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-1,Week 01,covid-19,COVID 19,care-home,Care home,occurrences,Occurrences
0,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-1,Week 01,covid-19,COVID 19,elsewhere,Elsewhere,occurrences,Occurrences
7,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-1,Week 01,covid-19,COVID 19,home,Home,occurrences,Occurrences
0,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-1,Week 01,covid-19,COVID 19,hospice,Hospice,occurrences,Occurrences
32,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-1,Week 01,covid-19,COVID 19,hospital,Hospital,occurrences,Occurrences
0,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-1,Week 01,covid-19,COVID 19,other-communal-establishment,Other communal establishment,occurrences,Occurrences
7,2021,2021,W11000024,Powys Teaching Health Board,week-1,Week 01,all-causes,All causes,care-home,Care home,occurrences,Occurrences
0,2021,2021,W11000024,Powys Teaching Health Board,week-1,Week 01,all-causes,All causes,elsewhere,Elsewhere,occurrences,Occurrences
13,2021,2021,W11000024,Powys Teaching Health Board,week-1,Week 01,all-causes,All causes,home,Home,occurrences,Occurrences
1,2021,2021,W11000024,Powys Teaching Health Board,week-1,Week 01,all-causes,All causes,hospice,Hospice,occurrences,Occurrences
21,2021,2021,W11000024,Powys Teaching Health Board,week-1,Week 01,all-causes,All causes,hospital,Hospital,occurrences,Occurrences
0,2021,2021,W11000024,Powys Teaching Health Board,week-1,Week 01,all-causes,All causes,other-communal-establishment,Other communal establishment,occurrences,Occurrences
0,2021,2021,W11000024,Powys Teaching Health Board,week-1,Week 01,covid-19,COVID 19,care-home,Care home,occurrences,Occurrences
0,2021,2021,W11000024,Powys Teaching Health Board,week-1,Week 01,covid-19,COVID 19,elsewhere,Elsewhere,occurrences,Occurrences
0,2021,2021,W11000024,Powys Teaching Health Board,week-1,Week 01,covid-19,COVID 19,home,Home,occurrences,Occurrences
0,2021,2021,W11000024,Powys Teaching Health Board,week-1,Week 01,covid-19,COVID 19,hospice,Hospice,occurrences,Occurrences
6,2021,2021,W11000024,Powys Teaching Health Board,week-1,Week 01,covid-19,COVID 19,hospital,Hospital,occurrences,Occurrences
0,2021,2021,W11000024,Powys Teaching Health Board,week-1,Week 01,covid-19,COVID 19,other-communal-establishment,Other communal establishment,occurrences,Occurrences
34,2021,2021,W11000025,Hywel Dda University Health Board,week-1,Week 01,all-causes,All causes,care-home,Care home,occurrences,Occurrences
2,2021,2021,W11000025,Hywel Dda University Health Board,week-1,Week 01,all-causes,All causes,elsewhere,Elsewhere,occurrences,Occurrences
43,2021,2021,W11000025,Hywel Dda University Health Board,week-1,Week 01,all-causes,All causes,home,Home,occurrences,Occurrences
0,2021,2021,W11000025,Hywel Dda University Health Board,week-1,Week 01,all-causes,All causes,hospice,Hospice,occurrences,Occurrences
70,2021,2021,W11000025,Hywel Dda University Health Board,week-1,Week 01,all-causes,All causes,hospital,Hospital,occurrences,Occurrences
0,2021,2021,W11000025,Hywel Dda University Health Board,week-1,Week 01,all-causes,All causes,other-communal-establishment,Other communal establishment,occurrences,Occurrences
18,2021,2021,W11000025,Hywel Dda University Health Board,week-1,Week 01,covid-19,COVID 19,care-home,Care home,occurrences,Occurrences
0,2021,2021,W11000025,Hywel Dda University Health Board,week-1,Week 01,covid-19,COVID 19,elsewhere,Elsewhere,occurrences,Occurrences
1,2021,2021,W11000025,Hywel Dda University Health Board,week-1,Week 01,covid-19,COVID 19,home,Home,occurrences,Occurrences
0,2021,2021,W11000025,Hywel Dda University Health Board,week-1,Week 01,covid-19,COVID 19,hospice,Hospice,occurrences,Occurrences
41,2021,2021,W11000025,Hywel Dda University Health Board,week-1,Week 01,covid-19,COVID 19,hospital,Hospital,occurrences,Occurrences
0,2021,2021,W11000025,Hywel Dda University Health Board,week-1,Week 01,covid-19,COVID 19,other-communal-establishment,Other communal establishment,occurrences,Occurrences
23,2021,2021,W11000028,Aneurin Bevan University Health Board,week-1,Week 01,all-causes,All causes,care-home,Care home,occurrences,Occurrences
1,2021,2021,W11000028,Aneurin Bevan University Health Board,week-1,Week 01,all-causes,All causes,elsewhere,Elsewhere,occurrences,Occurrences
46,2021,2021,W11000028,Aneurin Bevan University Health Board,week-1,Week 01,all-causes,All causes,home,Home,occurrences,Occurrences
6,2021,2021,W11000028,Aneurin Bevan University Health Board,week-1,Week 01,all-causes,All causes,hospice,Hospice,occurrences,Occurrences
94,2021,2021,W11000028,Aneurin Bevan University Health Board,week-1,Week 01,all-causes,All causes,hospital,Hospital,occurrences,Occurrences
0,2021,2021,W11000028,Aneurin Bevan University Health Board,week-1,Week 01,all-causes,All causes,other-communal-establishment,Other communal establishment,occurrences,Occurrences
9,2021,2021,W11000028,Aneurin Bevan University Health Board,week-1,Week 01,covid-19,COVID 19,care-home,Care home,occurrences,Occurrences
0,2021,2021,W11000028,Aneurin Bevan University Health Board,week-1,Week 01,covid-19,COVID 19,elsewhere,Elsewhere,occurrences,Occurrences
1,2021,2021,W11000028,Aneurin Bevan University Health Board,week-1,Week 01,covid-19,COVID 19,home,Home,occurrences,Occurrences
0,2021,2021,W11000028,Aneurin Bevan University Health Board,week-1,Week 01,covid-19,COVID 19,hospice,Hospice,occurrences,Occurrences
55,2021,2021,W11000028,Aneurin Bevan University Health Board,week-1,Week 01,covid-19,COVID 19,hospital,Hospital,occurrences,Occurrences
0,2021,2021,W11000028,Aneurin Bevan University Health Board,week-1,Week 01,covid-19,COVID 19,other-communal-establishment,Other communal establishment,occurrences,Occurrences
15,2021,2021,W11000029,Cardiff and Vale University Health Board,week-1,Week 01,all-causes,All causes,care-home,Care home,occurrences,Occurrences
2,2021,2021,W11000029,Cardiff and Vale University Health Board,week-1,Week 01,all-causes,All causes,elsewhere,Elsewhere,occurrences,Occurrences
30,2021,2021,W11000029,Cardiff and Vale University Health Board,week-1,Week 01,all-causes,All causes,home,Home,occurrences,Occurrences
7,2021,2021,W11000029,Cardiff and Vale University Health Board,week-1,Week 01,all-causes,All causes,hospice,Hospice,occurrences,Occurrences
79,2021,2021,W11000029,Cardiff and Vale University Health Board,week-1,Week 01,all-causes,All causes,hospital,Hospital,occurrences,Occurrences
0,2021,2021,W11000029,Cardiff and Vale University Health Board,week-1,Week 01,all-causes,All causes,other-communal-establishment,Other communal establishment,occurrences,Occurrences
9,2021,2021,W11000029,Cardiff and Vale University Health Board,week-1,Week 01,covid-19,COVID 19,care-home,Care home,occurrences,Occurrences
1,2021,2021,W11000029,Cardiff and Vale University Health Board,week-1,Week 01,covid-19,COVID 19,elsewhere,Elsewhere,occurrences,Occurrences
5,2021,2021,W11000029,Cardiff and Vale University Health Board,week-1,Week 01,covid-19,COVID 19,home,Home,occurrences,Occurrences
0,2021,2021,W11000029,Cardiff and Vale University Health Board,week-1,Week 01,covid-19,COVID 19,hospice,Hospice,occurrences,Occurrences
45,2021,2021,W11000029,Cardiff and Vale University Health Board,week-1,Week 01,covid-19,COVID 19,hospital,Hospital,occurrences,Occurrences
0,2021,2021,W11000029,Cardiff and Vale University Health Board,week-1,Week 01,covid-19,COVID 19,other-communal-establishment,Other communal establishment,occurrences,Occurrences
27,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-1,Week 01,all-causes,All causes,care-home,Care home,occurrences,Occurrences
1,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-1,Week 01,all-causes,All causes,elsewhere,Elsewhere,occurrences,Occurrences
42,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-1,Week 01,all-causes,All causes,home,Home,occurrences,Occurrences
0,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-1,Week 01,all-causes,All causes,hospice,Hospice,occurrences,Occurrences
128,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-1,Week 01,all-causes,All causes,hospital,Hospital,occurrences,Occurrences
1,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-1,Week 01,all-causes,All causes,other-communal-establishment,Other communal establishment,occurrences,Occurrences
17,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-1,Week 01,covid-19,COVID 19,care-home,Care home,occurrences,Occurrences
0,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-1,Week 01,covid-19,COVID 19,elsewhere,Elsewhere,occurrences,Occurrences
4,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-1,Week 01,covid-19,COVID 19,home,Home,occurrences,Occurrences
0,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-1,Week 01,covid-19,COVID 19,hospice,Hospice,occurrences,Occurrences
89,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-1,Week 01,covid-19,COVID 19,hospital,Hospital,occurrences,Occurrences
1,2021,2021,W11000030,Cwm Taf Morgannwg University Health Board,week-1,Week 01,covid-19,COVID 19,other-communal-establishment,Other communal establishment,occurrences,Occurrences
20,2021,2021,W11000031,Swansea Bay University Health Board,week-1,Week 01,all-causes,All causes,care-home,Care home,occurrences,Occurrences
1,2021,2021,W11000031,Swansea Bay University Health Board,week-1,Week 01,all-causes,All causes,elsewhere,Elsewhere,occurrences,Occurrences
33,2021,2021,W11000031,Swansea Bay University Health Board,week-1,Week 01,all-causes,All causes,home,Home,occurrences,Occurrences
0,2021,2021,W11000031,Swansea Bay University Health Board,week-1,Week 01,all-causes,All causes,hospice,Hospice,occurrences,Occurrences
58,2021,2021,W11000031,Swansea Bay University Health Board,week-1,Week 01,all-causes,All causes,hospital,Hospital,occurrences,Occurrences
4,2021,2021,W11000031,Swansea Bay University Health Board,week-1,Week 01,all-causes,All causes,other-communal-establishment,Other communal establishment,occurrences,Occurrences
7,2021,2021,W11000031,Swansea Bay University Health Board,week-1,Week 01,covid-19,COVID 19,care-home,Care home,occurrences,Occurrences
0,2021,2021,W11000031,Swansea Bay University Health Board,week-1,Week 01,covid-19,COVID 19,elsewhere,Elsewhere,occurrences,Occurrences
3,2021,2021,W11000031,Swansea Bay University Health Board,week-1,Week 01,covid-19,COVID 19,home,Home,occurrences,Occurrences
0,2021,2021,W11000031,Swansea Bay University Health Board,week-1,Week 01,covid-19,COVID 19,hospice,Hospice,occurrences,Occurrences
29,2021,2021,W11000031,Swansea Bay University Health Board,week-1,Week 01,covid-19,COVID 19,hospital,Hospital,occurrences,Occurrences
3,2021,2021,W11000031,Swansea Bay University Health Board,week-1,Week 01,covid-19,COVID 19,other-communal-establishment,Other communal establishment,occurrences,Occurrences
58,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-2,Week 02,all-causes,All causes,care-home,Care home,occurrences,Occurrences
2,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-2,Week 02,all-causes,All causes,elsewhere,Elsewhere,occurrences,Occurrences
54,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-2,Week 02,all-causes,All causes,home,Home,occurrences,Occurrences
5,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-2,Week 02,all-causes,All causes,hospice,Hospice,occurrences,Occurrences
128,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-2,Week 02,all-causes,All causes,hospital,Hospital,occurrences,Occurrences
8,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-2,Week 02,all-causes,All causes,other-communal-establishment,Other communal establishment,occurrences,Occurrences
25,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-2,Week 02,covid-19,COVID 19,care-home,Care home,occurrences,Occurrences
0,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-2,Week 02,covid-19,COVID 19,elsewhere,Elsewhere,occurrences,Occurrences
2,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-2,Week 02,covid-19,COVID 19,home,Home,occurrences,Occurrences
0,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-2,Week 02,covid-19,COVID 19,hospice,Hospice,occurrences,Occurrences
63,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-2,Week 02,covid-19,COVID 19,hospital,Hospital,occurrences,Occurrences
7,2021,2021,W11000023,Betsi Cadwaladr University Health Board,week-2,Week 02,covid-19,COVID 19,other-communal-establishment,Other communal establishment,occurrences,Occurrences
12,2021,2021,W11000024,Powys Teaching Health Board,week-2,Week 02,all-causes,All causes,care-home,Care home,occurrences,Occurrences
2,2021,2021,W11000024,Powys Teaching Health Board,week-2,Week 02,all-causes,All causes,elsewhere,Elsewhere,occurrences,Occurrences
11,2021,2021,W11000024,Powys Teaching Health Board,week-2,Week 02,all-causes,All causes,home,Home,occurrences,Occurrences
1,2021,2021,W11000024,Powys Teaching Health Board,week-2,Week 02,all-causes,All causes,hospice,Hospice,occurrences,Occurrences
25,2021,2021,W11000024,Powys Teaching Health Board,week-2,Week 02,all-causes,All causes,hospital,Hospital,occurrences,Occurrences
0,2021,2021,W11000024,Powys Teaching Health Board,week-2,Week 02,all-causes,All causes,other-communal-establishment,Other communal establishment,occurrences,Occurrences
5,2021,2021,W11000024,Powys Teaching Health Board,week-2,Week 02,covid-19,COVID 19,care-home,Care home,occurrences,Occurrences
0,2021,2021,W11000024,Powys Teaching Health Board,week-2,Week 02,covid-19,COVID 19,elsewhere,Elsewhere,occurrences,Occurrences
1,2021,2021,W11000024,Powys Teaching Health Board,week-2,Week 02,covid-19,COVID 19,home,Home,occurrences,Occurrences
0,2021,2021,W11000024,Powys Teaching Health Board,week-2,Week 02,covid-19,COVID 19,hospice,Hospice,occurrences,Occurrences
10,2021,2021,W11000024,Powys Teaching Health Board,week-2,Week 02,covid-19,COVID 19,hospital,Hospital,occurrences,Occurrences
0,2021,2021,W11000024,Powys Teaching Health Board,week-2,Week 02,covid-19,COVID 19,other-communal-establishment,Other communal establishment,occurrences,Occurrences
36,2021,2021,W11000025,Hywel Dda University Health Board,week-2,Week 02,all-causes,All causes,care-home,Care home,occurrences,Occurrences
5,2021,2021,W11000025,Hywel Dda University Health Board,week-2,Week 02,all-causes,All causes,elsewhere,Elsewhere,occurrences,Occurrences
26,2021,2021,W11000025,Hywel Dda University Health Board,week-2,Week 02,all-causes,All causes,home,Home,occurrences,Occurrences
0,2021,2021,W11000025,Hywel Dda University Health Board,week-2,Week 02,all-causes,All causes,hospice,Hospice,occurrences,Occurrences
71,2021,2021,W11000025,Hywel Dda University Health Board,week-2,Week 02,all-causes,All causes,hospital,Hospital,occurrences,Occurrences
0,2021,2021,W11000025,Hywel Dda University Health Board,week-2,Week 02,all-causes,All causes,other-communal-establishment,Other communal establishment,occurrences,Occurrences
13,2021,2021,W11000025,Hywel Dda University Health Board,week-2,Week 02,covid-19,COVID 19,care-home,Care home,occurrences,Occurrences
1,2021,2021,W11000025,Hywel Dda University Health Board,week-2,Week 02,covid-19,COVID 19,elsewhere,Elsewhere,occurrences,Occurrences
1,2021,2021,W11000025,Hywel Dda University Health Board,week-2,Week 02,covid-19,COVID 19,home,Home,occurrences,Occurrences
0,2021,2021,W11000025,Hywel Dda University Health Board,week-2,Week 02,covid-19,COVID 19,hospice,Hospice,occurrences,Occurrences
30,2021,2021,W11000025,Hywel Dda University Health Board,week-2,Week 02,covid-19,COVID 19,hospital,Hospital,occurrences,Occurrences
0,2021,2021,W11000025,Hywel Dda University Health Board,week-2,Week 02,covid-19,COVID 19,other-communal-establishment,Other communal establishment,occurrences,Occurrences
31,2021,2021,W11000028,Aneurin Bevan University Health Board,week-2,Week 02,all-causes,All causes,care-home,Care home,occurrences,Occurrences
2,2021,2021,W11000028,Aneurin Bevan University Health Board,week-2,Week 02,all-causes,All causes,elsewhere,Elsewhere,occurrences,Occurrences
